"zipcode","cases","population","rate"
"94022","89","19378","459"
"94024","78","23961","326"
"94040","294","35845","820"
"94041","135","14394","938"
"94043","203","31488","645"
"94085","275","23612","1165"
"94086","354","49630","713"
"94087","225","57219","393"
"94089","179","22313","802"
"94301","111","17191","646"
"94304","31","3902","794"
"94305","22","15730","140"
"94306","125","27549","454"
"95002","36","2146","1678"
"95008","407","46513","875"
"95013","0","77","0"
"95014","138","62430","221"
"95020","1622","63852","2540"
"95030","56","13288","421"
"95032","147","26281","559"
"95035","614","77562","792"
"95037","639","51652","1237"
"95046","130","6025","2158"
"95050","457","39452","1158"
"95051","390","58123","671"
"95053","0","3678","0"
"95054","263","24264","1084"
"95070","124","31308","396"
"95110","520","20203","2574"
"95111","1557","62392","2496"
"95112","996","61060","1631"
"95113","60","1939","3094"
"95116","1562","56481","2766"
"95117","530","29592","1791"
"95118","335","32560","1029"
"95119","69","10472","659"
"95120","206","37774","545"
"95121","513","38102","1346"
"95122","1802","57780","3119"
"95123","838","67186","1247"
"95124","315","51170","616"
"95125","584","53574","1090"
"95126","527","35988","1464"
"95127","1531","65686","2331"
"95128","427","37665","1134"
"95129","154","39828","387"
"95130","89","14863","599"
"95131","264","31170","847"
"95132","348","41844","832"
"95133","405","28726","1410"
"95134","171","27224","628"
"95135","88","22358","394"
"95136","648","47599","1361"
"95138","186","20766","896"
"95139","61","7293","836"
"95140","0","115","0"
"95148","586","48854","1199"
