"zipcode","cases","population","rate"
"94022","94","19378","485"
"94024","82","23961","342"
"94040","307","35845","856"
"94041","143","14394","993"
"94043","207","31488","657"
"94085","292","23612","1237"
"94086","375","49630","756"
"94087","233","57219","407"
"94089","186","22313","834"
"94301","120","17191","698"
"94304","30","3902","769"
"94305","26","15730","165"
"94306","129","27549","468"
"95002","37","2146","1724"
"95008","435","46513","935"
"95013","0","77","0"
"95014","148","62430","237"
"95020","1707","63852","2673"
"95030","62","13288","467"
"95032","156","26281","594"
"95035","654","77562","843"
"95037","680","51652","1317"
"95046","135","6025","2241"
"95050","491","39452","1245"
"95051","410","58123","705"
"95053","0","3678","0"
"95054","269","24264","1109"
"95070","140","31308","447"
"95110","568","20203","2811"
"95111","1637","62392","2624"
"95112","1062","61060","1739"
"95113","63","1939","3249"
"95116","1642","56481","2907"
"95117","559","29592","1889"
"95118","360","32560","1106"
"95119","74","10472","707"
"95120","218","37774","577"
"95121","536","38102","1407"
"95122","1896","57780","3281"
"95123","887","67186","1320"
"95124","338","51170","661"
"95125","617","53574","1152"
"95126","571","35988","1587"
"95127","1623","65686","2471"
"95128","446","37665","1184"
"95129","166","39828","417"
"95130","99","14863","666"
"95131","277","31170","889"
"95132","370","41844","884"
"95133","422","28726","1469"
"95134","181","27224","665"
"95135","92","22358","411"
"95136","708","47599","1487"
"95138","197","20766","949"
"95139","61","7293","836"
"95140","0","115","0"
"95148","620","48854","1269"
