"zipcode","cases","population","rate"
"94022","93","19378","480"
"94024","81","23961","338"
"94040","299","35845","834"
"94041","141","14394","980"
"94043","205","31488","651"
"94085","285","23612","1207"
"94086","364","49630","733"
"94087","229","57219","400"
"94089","183","22313","820"
"94301","116","17191","675"
"94304","31","3902","794"
"94305","25","15730","159"
"94306","127","27549","461"
"95002","36","2146","1678"
"95008","429","46513","922"
"95013","0","77","0"
"95014","145","62430","232"
"95020","1679","63852","2630"
"95030","59","13288","444"
"95032","153","26281","582"
"95035","635","77562","819"
"95037","663","51652","1284"
"95046","135","6025","2241"
"95050","477","39452","1209"
"95051","402","58123","692"
"95053","0","3678","0"
"95054","270","24264","1113"
"95070","132","31308","422"
"95110","558","20203","2762"
"95111","1610","62392","2580"
"95112","1031","61060","1689"
"95113","61","1939","3146"
"95116","1608","56481","2847"
"95117","546","29592","1845"
"95118","352","32560","1081"
"95119","71","10472","678"
"95120","210","37774","556"
"95121","526","38102","1381"
"95122","1852","57780","3205"
"95123","866","67186","1289"
"95124","327","51170","639"
"95125","601","53574","1122"
"95126","563","35988","1564"
"95127","1581","65686","2407"
"95128","441","37665","1171"
"95129","162","39828","407"
"95130","94","14863","632"
"95131","268","31170","860"
"95132","364","41844","870"
"95133","411","28726","1431"
"95134","175","27224","643"
"95135","91","22358","407"
"95136","683","47599","1435"
"95138","194","20766","934"
"95139","61","7293","836"
"95140","0","115","0"
"95148","606","48854","1240"
