"zipcode","cases","population","rate"
"94022","91","19378","470"
"94024","79","23961","330"
"94040","296","35845","826"
"94041","140","14394","973"
"94043","204","31488","648"
"94085","281","23612","1190"
"94086","360","49630","725"
"94087","227","57219","397"
"94089","182","22313","816"
"94301","116","17191","675"
"94304","31","3902","794"
"94305","24","15730","153"
"94306","127","27549","461"
"95002","36","2146","1678"
"95008","422","46513","907"
"95013","0","77","0"
"95014","142","62430","227"
"95020","1658","63852","2597"
"95030","58","13288","436"
"95032","153","26281","582"
"95035","630","77562","812"
"95037","651","51652","1260"
"95046","133","6025","2207"
"95050","470","39452","1191"
"95051","396","58123","681"
"95053","0","3678","0"
"95054","270","24264","1113"
"95070","130","31308","415"
"95110","540","20203","2673"
"95111","1591","62392","2550"
"95112","1018","61060","1667"
"95113","61","1939","3146"
"95116","1599","56481","2831"
"95117","542","29592","1832"
"95118","350","32560","1075"
"95119","71","10472","678"
"95120","208","37774","551"
"95121","519","38102","1362"
"95122","1834","57780","3174"
"95123","853","67186","1270"
"95124","321","51170","627"
"95125","595","53574","1111"
"95126","546","35988","1517"
"95127","1562","65686","2378"
"95128","433","37665","1150"
"95129","162","39828","407"
"95130","92","14863","619"
"95131","266","31170","853"
"95132","359","41844","858"
"95133","409","28726","1424"
"95134","173","27224","635"
"95135","90","22358","403"
"95136","672","47599","1412"
"95138","193","20766","929"
"95139","61","7293","836"
"95140","0","115","0"
"95148","597","48854","1222"
